,account.username,shopid,mtime,country,rating_normal,rating_bad,rating_good,description,rating_star,item_count,follower_count,response_rate,shop_location
0,hp_flagship_phucanh_store,272729461,1632124454,VN,0,0,28,"Công ty TNHH Kỹ Nghệ Phúc Anh (tên viết tắt: PhucAnh Co., Ltd) Tự hào là đại lý ủy quyền của HP Việt Nam.
 Phúc Anh được thành lập ngày 08/08/2000. Cùng tinh thần phục vụ tận tụy, luôn lấy khách hàng làm trung tâm, Phúc Anh đã từng bước khẳng định và tạo sự tín nhiệm trong lòng khách hàng, trở thành một trong những công ty cung cấp các sản phẩm máy tính, thiết bị kỹ thuật số, thiết bị văn phòng và các giải pháp ứng dụng công nghệ chuyên nghiệp nhất.",4.964286,58,115,25,Hà Nội
0,pixlink_official,476719941,1631593927,VN,0,0,4,"PIXLINK_OFFICIAL VỆT NAM - ĐƠN VỊ ĐĂNG KÝ BẢO HỘ THƯƠNG HIỆU PIXLINK DUY NHẤT TẠI VIỆT NAM
✅: Cam kết UY TÍN - CHẤT LƯỢNG là số 1.
✅: NHẬN HÀNG - THANH TOÁN tại nhà. 
✅: Hoàn tiền 100% nếu nhận hàng không hài lòng về sản phẩm.
✅: Cam kết được đổi hàng trong vòng 7 ngày
😘Với mỗi phản hồi 5 sao, quý khách sẽ được nhận một phần quà từ shop ở lần mua hàng sau
🤩Bấm theo dõi shop để cập nhập những mẫu mới nhất 
🏠Địa chỉ: 18/93/5 Định Công Thượng, Hoàng Mai, Hà Nội.
📞Hotline zalo hỗ trợ: 0962816569",5,11,168,15,Hà Nội
0,rapoo_official_store,346016856,1630653031,VN,25,12,765,"Chính sách bảo hành
1. Nam Thành (HCM)
Đ/C: 339/9B Tô Hiến Thành, P.13, Q.10.
ĐT: 0903.732081 – 0868.893081
2. Nam Thành (HN)
Đ/C: 38 TT4A Đô thị Văn Quán, Yên Phúc, Phúc La, Hà Đông
ĐT: (84-24) 3783 4530
3. Smartcom (HCM)
Đ/C: 185 Nguyễn Oanh, P.10, Q.Gò Vấp
ĐT: 0283 894 2095
4. Smartcom (Đà Nẵng)
Đ/C: 10 Lương Nhữ Học, Q.Hải Châu
5. Nếu quý khách ở xa vui lòng liên hệ với shop qua khung CHAT để được hỗ trợ.",4.814159,53,68650,53,TP. Hồ Chí Minh
0,razer_official_store_vn,403571751,1632374364,VN,0,0,8,"Razer được biết đến là một trong những thương hiệu nổi tiếng trong ngành công nghiệp game và thể thao điện tử. Các sản phẩm của Razer hầu hết đều nhắm đến đối tượng khách hàng là game thủ. Kể từ khi thành lập cho đến nay, thương hiệu Razer đã cho đời các sản phẩm linh kiện máy tính vô cùng chất lượng từ phần mềm cho đến phần cứng. Các sản phẩm của Razer đều nhận được phản hồi tích cực bởi mang đến trải nghiệm hoàn hảo cho các game thủ.",5,80,76240,96,TP. Hồ Chí Minh
0,samsung_official_store,65589552,1632548187,VN,613,428,37199,"Gian Hàng chính thức của SAMSUNG VIỆT NAM tại SHOPEE.
Hotline:
- Sản phẩm di động: 1800-588-855
- Sản phẩm khác: 1800-588-889",4.88508,360,277322,99,TP. Hồ Chí Minh
0,seagate_officialstore,279742060,1630377068,VN,9,7,433,"Seagate là một trong những nhà sản xuất ổ đĩa cứng lớn nhất thế giới, cung cấp giải pháp lưu trữ hàng đầu thế giới và có văn phòng điều hành chính tại Scotts Valley, California, Mỹ.
Năm 2019, Digiworld chính thức trở thành nhà phân phối của Seagate. ",4.878104,63,70622,99,TP. Hồ Chí Minh
0,soundmax_official_store,95701859,1632414697,VN,14,10,752,,4.850843,77,5290,81,TP. Hồ Chí Minh
0,steelseries_flagship_store,205064900,1632477034,VN,3,0,99,"SteelSeries là nhà sản xuất hàng đầu trong lĩnh vực thiết bị ngoại vi và phụ kiện, bao gồm: tai nghe, bàn phím, chuột, phần mềm và các tấm lót chuột chuyên dụng cho game.
Sứ mệnh:
Giúp các game thủ giành chiến thắng bằng cách đổi mới về kỹ thuật và công nghệ cho các ứng dụng thực tế.
",4.90099,38,67313,41,TP. Hồ Chí Minh
0,tplink_officialstore,24625047,1632541608,VN,107,47,5471,"TP-LINK là nhà cung cấp các sản phẩm về mạng SOHO trên phạm vi toàn cầu, cũng là nhà phân phối các thiết bị WLAN và CPE Băng thông rộng đứng số 1 trên thế giới với rất nhiều chủng loại sản phẩm hiện diện trên 120 quốc gia và có hơn hàng chục triệu khách hàng thân thiết.
CHÍNH SÁCH BẢO HÀNH
Bảo Hành 2 năm 1 đổi 1 đối với các thiết bị SOHO networking, 3 năm 1 đổi 1 đối với các thiết bị SMB networking, 1 năm 1 đổi 1 đối với các sản phẩm phụ kiện",4.887659,120,91145,100,TP. Hồ Chí Minh
0,ucssinc.,212103864,1630967364,VN,3,1,872,"Wacom Store @UCSSInc.
Địa chỉ: 
152 Bùi Thị Xuân, Phường Phạm Ngũ Lão, Quận 1, TP.HCM
222 Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội 
Hotline: 093 87 00000 - 093 47 00000
Hỗ trợ kĩ thuật: 084 28 00000 

Wacom Store là hệ thống cửa hàng chính hãng đầu tiên của Wacom tại Việt Nam và Đông Nam Á. Quý khách hàng có thể yên tâm hoàn toàn khi tìm mua sản phẩm Wacom chính hãng với chất lượng luôn được đảm bảo tại những cửa hàng bán lẻ thuộc hệ thống Wacom Store (wacomstore.vn).",4.970286,14,2058,60,TP. Hồ Chí Minh
0,ugreen_flagship_store,130938115,1632544966,VN,196,101,21696,"UGREEN Việt Nam - Gian hàng phân phối chính hãng kính chào Quý khách !
Các sản phẩm của UGREEN chủ yếu sản xuất các thiết bị và phụ kiện điện tử, các thiết bị sạc, phụ kiện điện thoại di động và máy tính, phụ kiện gia đình và ô tô đặc biệt là cáp Lightning và thiết bị âm thanh.
Anh,chị cần sự trợ giúp xin liên hệ (Từ 8h đến 17h30)
CSKH: 0912334833
Kỹ thuật: 0856334833 (nghỉ chủ nhật)
Hotline HN: 0888334833
Sản phẩm được bảo hành 2 năm 1 đổi 1
Xin chân thành cảm ơn các anh chị !",4.938981,711,96146,85,Hà Nội
0,ugreenshop,19417109,1632548093,VN,148,68,14267,"UGREEN Việt Nam - Gian hàng phân phối chính hãng kính chào Quý khách !
Các sản phẩm của UGREEN chủ yếu sản xuất các thiết bị và phụ kiện điện tử tiêu dùng, các thiết bị sạc, phụ kiện điện thoại di động và máy tính, phụ kiện gia đình và ô tô đặc biệt là cáp Lightning và thiết bị âm thanh.
Anh,chị cần sự trợ giúp xin liên hệ (Từ 8h đến 17h30)
CSKH: 0912334833
Kỹ thuật: 0856334833 (nghỉ chủ nhật)
Hotline HN: 0888334833
Sản phẩm được bảo hành 2 năm 1 đổi 1
Xin chân thành cảm ơn các anh chị !",4.930497,495,77913,87,Hà Nội
0,vention.vn,95236094,1632547159,VN,275,144,18413,"🚚MIỄN PHÍ VẬN CHUYỂN TỪ 50,000Đ🚚 Tặng bạn 9 mã freeship vào ngày 9/9 cho đơn hàng từ 50K. Ngoài ra bạn có thể săn thêm 5 mã freeship với hóa đơn tối thiểu 0đ (số lượng có hạn) trên trang chương trình ""Khung giờ săn sale"" vào những khung giờ 0h, 9h, 12h, 15h, 18h, 21h. Mong bạn ghé thăm ủng hộ sh
🔥Up to 50% off.
🔥Get exclusive coupons for followers.
🔥Buy >2 orders for more 5% off.
🔥Get Full-Attention Customer Services.
🔥Get Per-item for 12 Month Warranty.",4.903214,323,23760,99,Quốc Tế
0,vistechhn,13441132,1632548717,VN,28,12,1122,"CÔNG TY TNHH CÔNG NGHỆ TẦM NHÌN
Shop chuyên phân phối sỉ/lẻ các sản phẩm chính hãng của các thương hiệu về công nghệ hàng đầu như Seagate, WD, Transcend, SanDisk,...tại Shopee. Đơn vị cung cấp: Công ty TNHH Công Nghệ Tầm Nhìn
Số 16A6 Lý Nam Đế - Hoàn Kiếm - Hà Nội - Việt Nam
SĐT: 0243.7473614
📞 Kinh Doanh: 0973 650 696
📞 Hỗ trợ dự án: 0983 280 482
Website: http://thietbiluutru.com.vn | http://seagatevietnam.com | https://lacievietnam.com/",4.830998,60,861,60,Hà Nội
0,wacom_official_store,184958732,1632542582,VN,3,3,611,"Making the world a more creative place

We love what creativity brings to the world. Creativity inspires new ideas and new imaginations, and brings new changes to the world. We are proud to deliver innovative digital technologies to support all aspects of human creativity. We will provide powerful new tools for creative expression, new ways to shape and share new ideas, and innovative solutions for business.",4.950083,22,4181,71,TP. Hồ Chí Minh
0,wd_officialshop,70515081,1632528403,VN,26,8,1810,,4.917582,119,81093,61,TP. Hồ Chí Minh
0,xiaomi_authorized_store,53452181,1632548360,VN,789,541,34478,"Xiaomi Official Store chuyên cung cấp các sản phẩm chính hãng Xiaomi với mức giá và dịch vụ tốt nhất. Đến với Xiaomi Official Store bạn sẽ được mua sắm rất nhiều sản phẩm chính hãng Xiaomi như tai nghe, loa bluetooth, điện thoại, sạc, camera.v.v..
- Đảm bảo chính hãng 100%
- Giá cả cạnh tranh
- Giao hàng nhanh chóng
Ngày hội mua sắm Xiaomi diễn ra từ 25/10 đến 11/11 cùng nhiều sản phẩm chính hãng hấp dẫn.",4.833429,99,78990,99,TP. Hồ Chí Minh
0,xppenvietnam,160150721,1632316799,VN,5,2,509,"Gian hàng chính thức của XP-Pen Việt Nam. Để được hỗ trợ hoặc hợp tác, liên kết vui lòng liên hệ 0989 439 986 - xppenvietnam@gmail.com",4.917969,49,2052,56,TP. Hồ Chí Minh
0,abbyschoice.vn,463802208,1632544470,VN,2,5,384,"Câu chuyện của Abby's Choice bắt đầu vào năm 2018, chúng tôi nỗ lực tìm kiếm những  cách làm đẹp thú vị cũng như khuyến khích mọi người có được sự thoải mái về thể chất lẫn tinh thần, thư giãn và vui vẻ trên hành trình làm đẹp, đồng thời cảm nhận được sự thay đổi của vẻ đẹp từ trong ra ngoài.
Theo đuổi cái đẹp là động lực để chúng tôi không ngừng nỗ lực tìm kiếm.
Chúng tôi chú trọng vào việc lắng nghe nhu cầu từ quý khách hàng, lắng nghe mong muốn của từng vị khách hàng thân yêu, để vẻ đẹp của m",4.958333,55,7707,100,Quốc Tế
0,abcare.vn,296126420,1632539046,VN,0,0,252,"Abcare là hệ thống tư vấn, phân phối các giải pháp chăm sóc sức khỏe chất lượng hàng đầu cho gia đình Việt Nam
Trang web:http://abcare.vn/
Mua hàng nhanh liên hệ Hotline: (028) 7102 7968",4.966667,49,814,92,TP. Hồ Chí Minh
0,absolutenewyork.official,92974893,1631706350,VN,29,12,967,"Absolute NewYork là thương hiệu mỹ phẩm nổi tiếng của Mỹ, luôn tiên phong trong việc đưa ra các xu hướng trang điểm mới, với các sản phẩm được design đơn giản mà tinh tế, màu sắc độc đáo, với hiệu ứng lên màu trung thực, Absolute Newyork thật sự là thương hiệu mỹ phẩm uy tín với người tiêu dùng.
*** Cửa hàng chính hãng - là đại diện phân phối duy nhất tại Việt Nam
*** Cam kết bán hàng chính hãng, chất lượng tốt.",4.83984,82,5704,40,Hà Nội
0,adiva_officialstore,28865219,1632383524,VN,35,17,2318,"Dưỡng chất uống làm đẹp Collagen ADIVA là sản phẩm bổ sung collagen để nuôi dưỡng vẻ đẹp làn da. Với nguyên liệu Collagen Peptite được nhập khẩu 100% từ Đức cùng công nghệ sản xuất hiện đại, Collagen ADIVA tự hào mang đến 4 ưu điểm nổi bật:

Đánh tan da khô
Cải thiện da sạm
Ngăn ngừa và giảm nếp nhăn
Tăng chất nhờn và giảm viêm khớp
",4.905594,36,6843,83,TP. Hồ Chí Minh
0,age20s_officialstore,188614722,1632547652,VN,63,19,2148,,4.862427,24,295792,90,TP. Hồ Chí Minh
0,ahc_officialstore,219192749,1632547108,VN,63,29,5325,"Chào mừng bạn đến với cửa hàng chính hãng AHC tại Shopee. 
Sinh ra trong các phòng khám độc quyền của Hàn Quốc và được yêu thích bởi các chuyên gia thẩm mỹ, bác sĩ da liễu trên khắp Seoul, mỹ phẩm AHC được sự tin cậy từ nhiều khách hàng và hiện có mức độ tăng trưởng cao nhất tại Hàn Quốc. AHC là bí quyết làm đẹp được sùng bái và bây giờ sẵn sàng được chia sẻ các phụ nữ trên toàn thế giới. ",4.929082,24,43102,85,TP. Hồ Chí Minh
0,naturesway_officialstore,97103138,1632201256,VN,14,1,230,"Thực phẩm chức năng nhập khẩu từ Nature's Way USA. Hàng chính hãng, tem chống giả đảm bảo chất lượng. Vitamin nguồn gốc thảo mộc.",4.811475,16,727,27,TP. Hồ Chí Minh
0,alteyaorganics_officialstore,35595581,1632229585,VN,8,5,452,"Tất cả các dòng sản phẩm của Alteya đều có chứng nhận hữu cơ USDA. Chúng tôi chỉ dùng thực vật, tinh dầu và các thành phần hữu cơ khác để tạo nên sản phẩm của mình, vì thế các bạn có thể yên tâm là mình đang sử dụng một trong những sản phẩm tốt nhất và an toàn nhất cho da. Sản phẩm sử dụng được cho mọi loại da, kể cả da nhạy cảm nhất. Sử dụng được cho mẹ bầu và sau sinh. 

- Mọi thắc mắc vui lòng liên hệ hotline: 0382206890 ( Từ 9h-17h, T2-T6)
- Website: www.alteyaorganics.vn",4.884783,45,1861,44,TP. Hồ Chí Minh
0,andalouvnofficial,213444968,1632396775,VN,7,0,413,"Chào mừng bạn đến với cửa hàng chính hãng của Andalou Naturals. Đây là thương hiệu chăm sóc da dòng thiên nhiên số 1 của Mỹ. Với tuyên ngôn ""Mở đường cho ngành dược mỹ phẩm thiên nhiên để mang đến vẻ đẹp tự nhiên đích thực"", chúng tôi kết hợp sự đổi mới nổi bật khoa học tế bào gốc trái cây, sử dụng chiết xuất từ Nho, Táo, Hoa hồng núi Anpơ (Alps) Thụy sĩ, và Cây Argan, được truyền vào trong tế bào da để bổ sung dưỡng chất thông qua hệ thống dẫn liposome theo mục tiêu.",4.933174,35,4037,85,TP. Hồ Chí Minh
0,anessaofficialstore,58411241,1632548405,VN,1273,863,90818,"Chính thức có mặt tại Việt Nam vào tháng 03/2018, nhập khẩu và phân phối bởi tập đoàn Shiseido, Anessa là thương hiệu chống nắng số 1 Nhật Bản 17 năm liền với 100 năm nghiên cứu chuyên sâu về UV. Bên cạnh khả năng chống lão hóa da do nắng, bảo vệ hiệu quả khỏi tia tử ngoại và khả năng chống nước tối ưu, Anessa còn chứa đến 50% thành phần dưỡng da thiết yếu, an toàn cho da nhạy cảm & trẻ em. 
Chào mừng bạn đến với Anessa!",4.907614,110,238546,99,TP. Hồ Chí Minh
0,angeleyes_officialstore,178527885,1632490174,VN,36,8,7692,"HOTLINE: 0932004221
Angel Eyes là thương hiệu kính áp tròng dành riêng cho mắt nhạy cảm được các chuyên gia nhãn khoa khuyên dùng. Tất cả các sản phẩm kính áp tròng, lens cận thị, lens trong suốt, nước ngâm lens, nước nhỏ mắt của Angel Eyes đều được nhập khẩu trực tiếp từ những tập đoàn y tế nổi tiếng của Hàn Quốc.

ANGEL EYES CONTACT LENS
483 Huỳnh Văn Bánh, P.13, Phú Nhuận, TpHCM
Website: https://angeleyes.vn
Fanpage: https://www.facebook.com/angeleyescontactlensvn
HOTLINE: 0932004221",4.972399,73,29060,95,TP. Hồ Chí Minh
0,angelsliquid_official,206939253,1632548522,VN,221,123,16680,,4.917027,47,68248,98,TP. Hồ Chí Minh
0,antipodesvietnam_officialstore,252751546,1631937188,VN,2,0,68,Antipodes® là thương hiệu mỹ phẩm hữu cơ được chứng nhận khoa học là nhà sản xuất tiên phong trong lĩnh vực chăm sóc da toàn cầu. Đây là dòng sản phẩm làm đẹp hữu cơ và cao cấp với các hiệu quả trên da đã được khoa học chứng minh và khuyên dùng.,4.913043,38,844,90,TP. Hồ Chí Minh
0,aoberst_vietnam,138080072,1632325448,VN,8,5,275,"Sản phẩm AOBERST  nghiên cứu, phát triển, sản xuất , tự hào là một trong  những thương hiệu cung cấp các sản phẩm về chăm sóc sức khỏe, làm đẹp.

AOBERST tập trung vào việc nghiên cứu, phát triển 5 dòng sản phẩm chính:

Health: các sản phẩm về chăm sóc sức khỏe cá nhân, gia đình
Air Quality: cải thiện chất lượng không khí
Comfort: sản phẩm thư giãn, cải thiện chất lượng cuộc sống
Beauty Product: sản phẩm làm đẹp
Gaby’s world: thế giới trẻ thơ-các sản phẩm chăm sóc dành riêng cho bé",4.804196,35,581,60,Hà Nội
0,wekome.vn,310655370,1632532967,VN,3,1,265,"Free shipping coupon collection：https://shopee.vn/m/freeship-chi-tu-50k?smtt=210.48763
pay attention to this store and get 200000-30000 coupons! ! !
If there are any defects in the received goods, please do not directly give a bad review. Take pictures and chat. The store will handle it for you until you are satisfied!
If the demand for a single product is large, we can provide you with a wholesale price. The minimum order quantity is a small box of the product (about 10 pieces)",4.938224,37,2788,87,Quốc Tế
0,gsk_oral_consumer,137252616,1632547886,VN,87,105,11636,,4.933076,51,98804,96,TP. Hồ Chí Minh
0,kalook_official_store,277085300,1632548725,VN,36,9,4757,"Nhà phân phối các sản phẩm chăm sóc răng miệng và mỹ phẩm chính hãng

SẢN PHẨM ĐƯỢC BẢO HÀNH TẠI
- Địa chỉ: TT02-25, KĐT Mon City, 2 Hàm Nghi, Nam Từ Liêm, Hà Nội
- Điện thoại/Zalo: 0932991881
Thời gian làm việc: Giờ hành chính 8-17h, thứ 2-7 (nghỉ CN/lễ)",4.956074,25,10772,93,Hà Nội
0,ariranglife,11237930,1632545796,VN,85,24,5860,"ArirangLife là nhà cung cấp thiết bị gia dụng chính hãng, uy tín chất lượng và an toàn cho sức khỏe người tiêu dùng, nâng tầm chất lượng cuộc sống.

ArirangLife không ngừng đổi mới tính năng và mẫu mã sản phẩm để đáp ứng được những nhu cầu cơ bản của mọi người, mọi gia đình, mang đến trải nghiệm tuyệt diệu về những sản phẩm tiện nghi, hiện đại đi kèm với lợi ích kinh tế nhờ vào giá thành hợp lý.

Hân hạnh phục vụ quý khách và kính chúc quý khách có một ngày mua sắm vui vẻ!",4.913447,36,8554,92,TP. Hồ Chí Minh
0,avatar.officialstore,182551419,1632398270,VN,17,7,1514,"Với công nghệ Nhật Bản, Avatar là một thương hiệu quen thuộc với người tiêu dùng Châu Á, nay đã về Việt Nam do Doanh nhân Tony sáng lập.
  Các sản phẩm của Avatar đã được bày bán tại siêu thị Big-C. Với tôn chỉ sản phẩm phải luôn thân thiện và phù hợp với làn da người dùng, không chất kích ứng cho da. 
  Sản phẩm phù hợp với mọi loại da, mọi lứa tuổi",4.936284,35,4934,61,TP. Hồ Chí Minh
0,unilevervn_beauty,111138057,1632549107,VN,8756,5227,700214,,4.921941,510,828386,99,TP. Hồ Chí Minh
0,badger_officialstore,85551432,1632389955,VN,0,2,403,"Chào mừng bạn đến với gian hàng chính hãng của BADGER! 

BADGER là thương hiệu sản phẩm hữu cơ nổi tiếng của Mỹ với các dòng sản phẩm như:

 - Kem chống nắng vật lý (chứng nhận NSF Organic)

 - Chống muỗi & côn trùng (USDA Organic)

 - Sáp chăm sóc da (USDA Organic)

 - Chăm sóc mẹ & bé (USDA Organic)

Sản phẩm được nhập khẩu và phân phối chính hãng bởi Good and Green Ltd. Co.

Hãy ghé thăm chúng tôi tại:
Website: www.badgerbalm.com.vn
Facebook: Badgervn
",4.959698,19,1466,93,TP. Hồ Chí Minh
0,banxeer.vn,171661420,1632547578,VN,580,215,39611,"Cửa hàng chính thức của Banxeer
⭐Shop Cửa hàng của chúng tôi chủ yếu bán các sản phẩm trang điểm Banxeer, tập trung vào son môi, phấn nền dạng lỏng, phấn mắt dạng lỏng, phấn mắt, chì kẻ mắt.
💗💗  Chúng tôi sẽ giao hàng cho bên vẫn giao trong vòng 48 giờ, sẽ mất 7-9 ngày để bạn nhận được đơn đặt hàng
💗💗Nếu bạn có bất kỳ câu hỏi, xin vui lòng liên hệ với chúng tôi. Vui lòng kiểm tra lại địa chỉ và số điện thoại của bạn. (* ^ ▽ ^ *) ~
🍀🍀instagram @ banxeer.vn",4.920857,159,55489,67,Quốc Tế
0,baresoul,62545508,1632547297,VN,33,5,3524,"BareSoul – thương hiệu mỹ phẩm thiên nhiên của cảm hứng từ những câu chuyện hằng ngày của người phụ nữ hiện đại bận rộn, nên 'LÀNH TÍNH - TINH GỌN - ĐA NĂNG’ trở thành kim chỉ nam phát triển sản phẩm. Các sản phẩm của BareSoul được thừa hưởng từ các thành phần tự nhiên và tốt nhất từ các vùng nhiệt đối Đông Nam Á, mang theo niềm vui tươi và đầy sức sống.

☎ Hotline 0938838698
💌 Email hello@baresoul.vn
🛒 Website www.baresoul.vn
📝 Facebook/Insta BareSoul Cosme",4.944726,46,24696,96,Hải Phòng
0,basspal.vn,181998204,1632546791,VN,96,53,2482,"🔥 Chào mừng bạn đến với Cửa hàng chính thức của BassPal 🔥
💯 %NGƯỜI BÁN ĐÁNG TIN CẬY
🍁 Một cửa hàng tuyệt vời cho sản phẩm phổ biến.
🍁 Gửi trong vòng 2 ngày và khoảng 1-2 tuần để nhận được.
🍁 Theo tôi để tìm các sản phẩm giảm giá và nóng giá phải chăng nhất.
🍁 Vui lòng liên hệ với tôi trước nếu bạn có bất kỳ vấn đề gì, chúng tôi sẽ giúp bạn giải quyết vấn đề.
🎉 Người bán không thể thay đổi địa chỉ, nếu bạn đặt sai địa chỉ, vui lòng hủy đơn hàng và đặt đơn hàng mới với địa chỉ mới.",4.781978,75,2354,75,Quốc Tế
0,bayer_official,165012996,1632545898,VN,121,59,15543,"Bayer Health Official Partner là cửa hàng trực tuyến chính thức bán hàng của Công Ty TNHH Bayer Việt Nam tại ,trang thương mại điện tử Shopee Việt Nam. Chúng tôi cam kết về nguồn gốc sản phẩm là hàng chính hãng, mới 100%, nguyên đai, nguyên kiện, đúng chủng loại, đúng xuất xứ, chất lượng và còn thời hạn sử dụng lâu dài, theo đúng tiêu chuẩn của Công Ty và theo quy định pháp luật đối với loại chủng loại sản phẩm.",4.954238,50,95586,94,TP. Hồ Chí Minh
0,bbia_officialstore,9277307,1632549194,VN,1332,392,133925,"- Là nhà phân phối độc quyền của thương hiệu BBIA tại Việt Nam. Thông qua công ty trụ sở chính tại Hàn Quốc, chúng tôi được phép phân phối độc quyền thương hiệu Bbia và tất cả sản phẩm của thương hiệu này tại thị trường tại Việt Nam .

- Thời gian làm việc: Thứ 2 - Thứ 6, từ 9g00 đến 18g00.

",4.941489,138,379157,99,TP. Hồ Chí Minh
0,bealyshop,58876693,1632547706,VN,25,14,1815,"Sản xuất cọ trang điểm chuyên nghiệp thương hiệu Việt
",4.908277,120,7371,82,TP. Hồ Chí Minh
0,beauskin_officialstore,82242807,1632538814,VN,23,20,2379,"
",4.912783,56,6297,86,Hà Nội
0,beautybox_officialstore,210121306,1632547864,VN,16,9,1534,"“All Beauty Trends, All in Beauty Box”, Beauty Box ra đời với mong muốn mang đến những giải pháp làm đẹp tối ưu & toàn diện cho giới trẻ Việt Nam, khi cả thế giới làm đẹp đều gói gọn chỉ trong chuỗi cửa hàng Beauty Box.",4.933155,736,32222,86,TP. Hồ Chí Minh
0,beautybuffetvietnam,74267038,1632542513,VN,90,36,8196,"BEAUTY BUFFET – The most delicious beauty shop in town 
Cảm ơn bạn đã ghé thăm
Đây là gian hàng chính hãng của Beauty Buffet Việt Nam trên Shoppe
Bạn có thể tha hồ lựa chọn các sản phẩm Beauty Buffet chính hãng Thái Lan được đảm bảo chất lượng cùng với các chương trình ưu đãi hấp dẫn từ thương hiệu.
Chúc bạn lựa chọn được những món “Ngon” cho da mình cùng Beauty Buffet",4.933869,100,33083,40,TP. Hồ Chí Minh
0,beautyrepublic_officialstore,139174865,1632473976,VN,69,29,6969,"Beauty Republic là nhà phân phối CHÍNH HÃNG những sản phẩm được nhập khẩu trực tiếp, hợp pháp từ Thái Lan. Với nhiều mặt hàng đa dạng đến từ các thương hiệu nổi tiếng như A Bonne', Srichand... chúng tôi cam kết AN TOÀN 100%, giúp bạn có thể tận hưởng việc mua sắm của mình mà không cần băn khoăn, lo lắng gì. 

Nếu có bất kỳ thắc mắc hay cần tư vấn thêm, vui lòng liên hệ với chúng tôi qua hotline: 0902 474 729

Beauty Republic - thiên đường mua sắm dành riêng cho bạn",4.933897,37,18748,56,TP. Hồ Chí Minh
0,begreenhouse.official,439702972,1632449147,VN,5,0,224,"Về Begreen House

Ra đời từ năm 2020, Begreen House là thương hiệu làm đẹp cho nam giới đầu tiên tại Việt Nam với các sản phẩm an toàn từ thiên nhiên.

Begreen House mong muốn mang lại cho đàn ông Việt Nam một làn da khỏe đẹp, một cơ thể khỏe mạnh, một vẻ ngoài nam tính và một phong cách sống phóng khoáng, hiện đại, có trách nhiệm với chính mình và với thiên nhiên.",4.885965,10,597,93,Hà Nội
0,belifvn_officialstore,224966023,1632544861,VN,11,3,822,"Bắt nguồn từ các loại dược liệu thiên nhiên quý giá ở Châu Âu, được dán định trực tiếp trên bao bì và hoàn toàn không bao gồm chất hoá học độc hại như chất tạo màu, tạo mùi, hoá chất tổng hợp, dầu khoáng… belif thể hiện trọn vẹn giá trị của sự chân thật & nguyên bản trong từng thành phần sản phẩm, thay vì những lớp vỏ hào nhoáng bên ngoài.",4.945718,46,73537,100,TP. Hồ Chí Minh
0,beravbeauty,256444447,1632548624,VN,400,115,62114,"* Thời gian làm việc từ Thứ 2 - Thứ 7 hàng tuần lúc 9H - 18H

* CHỦ NHẬT chỉ nhận đơn Nowship từ 10H - 17H (Các đơn hàng sau 17H shop sẽ giao vào Sáng Thứ 2)

Thân chào quý khách!",4.959952,245,251619,72,TP. Hồ Chí Minh
0,berdoues1902vietnam,116436779,1630061830,VN,8,1,268,"Bốn thế hệ gia tộc Berdoues 1902 đã truyền lại kỹ năng và chuyên môn độc đáo của họ trong các công trình nghiên cứu, sáng tạo nước hoa để người tiêu dùng có thể tận hưởng được trọn vẹn những khoảng khắc hương thơm đầy cảm xúc lưu luyến nhất…
",4.898551,27,3733,31,TP. Hồ Chí Minh
0,bergamo_lk.vn,358104057,1632455555,VN,8,2,483,"Bergamo Vietnam Official Shopee Mall 

- Bergamo Trung tâm thương mại Shopee chính thức do Trụ sở chính của Bergamo điều hành.
- Bergamo Shopee Mall chính thức được điều hành bởi trụ sở chính của Bergamo tại Hàn Quốc.Tất cả các sản phẩm là chính hãng Bergamo, và tất cả số lượng cũng được kiểm soát bởi trụ sở chính của chúng tôi.

SNS:
Facebook: https://www.facebook.com/bergamovn
Instagram: https://www.instagram.com/bergamovn
Web: http://www.lkcos.com/


Bergamo All Rights Reserved",4.940083,54,3190,76,Quốc Tế
0,ecopathshop,203206673,1632493323,VN,13,1,1141,"Quý khách hàng thân mến!

Bifina là men vi sinh bán chạy SỐ 1 NHẬT BẢN 24 năm liền dành cho người Viêm Đại Tràng, Rối Loạn Tiêu Hóa, Viêm Đại Tràng Co Thắt (Hội Chứng Ruột Kích Thích). 

Bifina Nhật Bản sử dụng công nghệ sản xuất theo phương pháp SMC (Seamless Micro Capsule) đã được cấp bằng sáng chế, phương pháp này giúp bao bọc, bảo vệ lợi khuẩn Bifidobacterium và lactobaccilus trong các viên nang hình cầu, có khả năng chịu được axit đưa lợi khuẩn sống đi qua axit dạ dày.

Hotline: 0868541168",4.951111,29,2436,88,Hà Nội
0,blmstore123,507904289,1632451529,VN,0,0,15,"Được thành lập vào năm 1932, Blackmores không chỉ là công ty sức khỏe tự nhiên hàng đầu của Úc mà còn ở nhiều quốc gia trên khắp châu Á và trên thế giới.
Hãy xem qua video mô tả  để chứng kiến ​​cam kết của Blackmores trong việc phát triển các sản phẩm và dịch vụ sức khỏe tự nhiên sáng tạo với chất lượng cao nhất đã khẳng định được thương hiệu nổi tiếng như ngày hôm nay !
Mọi chi tiết xin liên hệ shop : Hotlines : 0816.685.222/ 0868.097.340",5,42,408,81,Bắc Ninh
